rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
11,arxiv:2305.04639v1,Multimodal Detection and Identification of Robot Manipulation Failures,2023,arXiv,http://arxiv.org/abs/2305.04639v1,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
12,doi:10.3390/s26113541,Sensing the Action: Rethinking Sensor Modalities and Multi-Modal Fusion in Vision–Language–Action Models for Robotic Manipulation,2026,Sensors,https://doi.org/10.3390/s26113541,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
13,arxiv:2506.17036v2,Bayesian Joint Model of Multi-Sensor and Failure Event Data for Multi-Mode Failure Prediction,2025,arXiv,http://arxiv.org/abs/2506.17036v2,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
14,doi:10.2139/ssrn.6388116,Dynamic Memory-Augmented Retrieval and Synthesis for Robust Incomplete Multimodal Learning,,,https://doi.org/10.2139/ssrn.6388116,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
15,arxiv:2402.01617v1,A GP-based Robust Motion Planning Framework for Agile Autonomous Robot Navigation and Recovery in Unknown Environments,2024,arXiv,http://arxiv.org/abs/2402.01617v1,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
16,doi:10.1177/0278364917712421,Funnel libraries for real-time robust feedback motion planning,2017,The International Journal of Robotics Research,https://doi.org/10.1177/0278364917712421,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
17,doi:10.1108/josm-07-2024-0323,How task objectivity shapes customer responses to robot service failure,2025,Journal of Service Management,https://doi.org/10.1108/josm-07-2024-0323,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
18,arxiv:2503.06060v1,STAR: A Foundation Model-driven Framework for Robust Task Planning and Failure Recovery in Robotic Systems,2025,arXiv,http://arxiv.org/abs/2503.06060v1,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
19,doi:10.1115/dscc2017-5183,A Robust Feature Extraction for Automatic Fault Diagnosis of Rolling Bearings Using Vibration Signals,2017,"Volume 2: Mechatronics; Estimation and Identification; Uncertain Systems and Robustness; Path Planning and Motion Control; Tracking Control Systems; Multi-Agent and Networked Systems; Manufacturing; Intelligent Transportation and Vehicles; Sensors and Actuators; Diagnostics and Detection; Unmanned, Ground and Surface Robotics; Motion and Vibration Control Applications",https://doi.org/10.1115/dscc2017-5183,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
20,doi:10.3390/s23052434,End-to-End Detection of a Landing Platform for Offshore UAVs Based on a Multimodal Early Fusion Approach,2023,Sensors,https://doi.org/10.3390/s23052434,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
21,doi:10.1017/s0263574724002145,An approach towards mobile robot recovery due to vision sensor failure in vSLAM systems using ROS,2025,Robotica,https://doi.org/10.1017/s0263574724002145,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
22,doi:10.1142/s2972335325500073,STAR: A Foundation Model-Driven Framework for Robust Task Planning and Failure Recovery in Robotic Systems,2025,International Journal of Artificial Intelligence and Robotics Research,https://doi.org/10.1142/s2972335325500073,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
23,doi:10.1016/j.engappai.2026.115186,Edge-based multimodal sensor data fusion with Vision-Language-Action (VLA) model for real-time autonomous vehicle accident avoidance,2026,Engineering Applications of Artificial Intelligence,https://doi.org/10.1016/j.engappai.2026.115186,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
24,doi:10.1093/eschf/xvag155,Comparative Analysis of Randomized versus Real World Populations in Heart Failure: DIAMOND Trial versus CARE-HK Registry,2026,ESC Heart Failure,https://doi.org/10.1093/eschf/xvag155,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
25,doi:10.3390/systems11070348,Failure Mode and Effect Analysis with a Fuzzy Logic Approach,2023,Systems,https://doi.org/10.3390/systems11070348,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
26,doi:10.1609/aaai.v40i8.37583,Any-Optical-Model: A Universal Foundation Model for Optical Remote Sensing,2026,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i8.37583,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
27,doi:10.1017/s0263574799002532,Sensor information space for robust mobile robot path planning,2000,Robotica,https://doi.org/10.1017/s0263574799002532,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
28,doi:10.1002/rob.22174,Robust control scheme based on an uncertainty and disturbance estimator for a quadrotor with motor failures,2023,Journal of Field Robotics,https://doi.org/10.1002/rob.22174,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
29,doi:10.3390/asi4010003,Gas Detection and Identification Using Multimodal Artificial Intelligence Based Sensor Fusion,2021,Applied System Innovation,https://doi.org/10.3390/asi4010003,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
30,doi:10.1109/icassp55912.2026.11462586,mCoT-VLA: Towards Robust Vision-Language-Action Models via Multimodal Chain-of-Thought,2026,"ICASSP 2026 - 2026 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",https://doi.org/10.1109/icassp55912.2026.11462586,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
31,doi:10.1115/dscc2013-3873,Robust State Estimation With Redundant Proprioceptive Sensors,2013,"Volume 3: Nonlinear Estimation and Control; Optimization and Optimal Control; Piezoelectric Actuation and Nanoscale Control; Robotics and Manipulators; Sensing; System Identification (Estimation for Automotive Applications, Modeling, Therapeutic Control in Bio-Systems); Variable Structure/Sliding-Mode Control; Vehicles and Human Robotics; Vehicle Dynamics and Control; Vehicle Path Planning and Collision Avoidance; Vibrational and Mechanical Systems; Wind Energy Systems and Control",https://doi.org/10.1115/dscc2013-3873,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
32,arxiv:2601.07821v1,Failure-Aware RL: Reliable Offline-to-Online Reinforcement Learning with Self-Recovery for Real-World Manipulation,2026,arXiv,http://arxiv.org/abs/2601.07821v1,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.20944/preprints202601.0682.v1,PI-VLA: A Symmetry-Aware Predictive and Interactive Vision--Language--Action Framework for Robust Robotic Manipulation,,,https://doi.org/10.20944/preprints202601.0682.v1,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
34,arxiv:2505.24382v1,MagicGripper: A Multimodal Sensor-Integrated Gripper for Contact-Rich Robotic Manipulation,2025,arXiv,http://arxiv.org/abs/2505.24382v1,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.1142/s0219843626400104,Few-Shot Multimodal Sensor Fusion Framework for Adaptive Sports Action Recognition in Inclusive Physical Education,2026,International Journal of Humanoid Robotics,https://doi.org/10.1142/s0219843626400104,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
36,arxiv:2505.10547v2,Real-Time Out-of-Distribution Failure Prevention via Multi-Modal Reasoning,2025,arXiv,http://arxiv.org/abs/2505.10547v2,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.3390/sym18030394,PI-VLA: Adaptive Symmetry-Aware Decision-Making for Long-Horizon Vision–Language–Action Manipulation,2026,Symmetry,https://doi.org/10.3390/sym18030394,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
38,doi:10.1038/s41467-024-45786-y,Computational design of ultra-robust strain sensors for soft robot perception and autonomy,2024,Nature Communications,https://doi.org/10.1038/s41467-024-45786-y,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
39,doi:10.3390/s25103008,Hybrid Mode Sensor Fusion for Accurate Robot Positioning,2025,Sensors,https://doi.org/10.3390/s25103008,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
40,arxiv:2507.13374v1,Smart Routing for Multimodal Video Retrieval: When to Search What,2025,arXiv,http://arxiv.org/abs/2507.13374v1,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
41,arxiv:2502.14420v2,ChatVLA: Unified Multimodal Understanding and Robot Control with Vision-Language-Action Model,2025,arXiv,http://arxiv.org/abs/2502.14420v2,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
42,arxiv:2602.03973v1,VLS: Steering Pretrained Robot Policies via Vision-Language Models,2026,arXiv,http://arxiv.org/abs/2602.03973v1,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
43,doi:10.3390/s25185898,Multimodal Large Language Model-Enabled Machine Intelligent Fault Diagnosis Method with Non-Contact Dynamic Vision Data,2025,Sensors,https://doi.org/10.3390/s25185898,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
44,doi:10.3389/frobt.2024.1225297,Enabling robustness to failure with modular field robots,2024,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2024.1225297,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.24425/bpasts.2020.135389,Robot sensor failure detection system based on convolutional neural networks for calculation of Euler angles,2020,Bulletin of the Polish Academy of Sciences Technical Sciences,https://doi.org/10.24425/bpasts.2020.135389,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
46,doi:10.21070/prozima.v9i2.1761,Evaluation of Quality Failures in the Production Process Using the Seven Tools and Failure Mode and Effect Analysis (FMEA),2025,"PROZIMA (Productivity, Optimization and Manufacturing System Engineering)",https://doi.org/10.21070/prozima.v9i2.1761,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
47,doi:10.11113/ijic.v16n1.678,Enhancing Vision Transformer with Vision language Model Text Embeddings for Robust Air Pollution Classification,2026,International Journal of Innovative Computing,https://doi.org/10.11113/ijic.v16n1.678,Addresses robust multimodal robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Sensor failure compositionality keeps action-critical alternatives explicit until a physical observation collapses them.
